Departamento,Epigrafe,Item_Nombre,Item_URL_XML,Seccion,Alertas,Materias
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 15 de julio de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Tierra Habitada.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15238,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 29 de julio de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Water Sports Plastic Free.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15239,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 30 de julio de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Secpal.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15240,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 27 de agosto de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Desarrollo Profesional y Formación Integral Médica.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15241,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 16 de septiembre de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación La Nave Salinas.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15242,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 16 de septiembre de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Leticia Rosino Andrés.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15243,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 16 de septiembre de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación The Kindred Project.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15244,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 23 de septiembre de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación de Estudios y Debate Espacio Público.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15245,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 5 de octubre de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Victorine le Dieu España.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15246,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 27 de octubre de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Maldita.es contra la Desinformación: Periodismo, Educación, Investigación y Datos en Nuevos Formatos.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15247,['III. Otras disposiciones'],[],[]
['MINISTERIO DE JUSTICIA'],['Fundaciones'],"['Resolución de 28 de octubre de 2020, de la Dirección General de Seguridad Jurídica y Fe Pública, por la que se inscribe en el Registro de Fundaciones la Fundación Estrella de Santo Domingo.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-15248,['III. Otras disposiciones'],[],[]
