Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21063044-2021,"RESOLUCIÓN 1148/XII del Parlamento de Cataluña, de convalidación del Decreto ley 10/2021, de medidas urgentes de carácter tributario y financiero.",08/03/2021,ley 10/2021,
CVE-DOGC-B-21064096-2021,"DECRETO 14/2021, de 5 de marzo, de convocatoria de la sesión constitutiva del Parlamento de Cataluña.",08/03/2021,Ley 13/2008,
CVE-DOGC-B-21063046-2021,"RESOLUCIÓN VEH/605/2021, de 1 de marzo, por la que se da publicidad al Convenio único de colaboración entre la Agencia Tributaria de Cataluña y el Ayuntamiento de Manresa en materia tributaria.",08/03/2021,"Ley 39/2015, Real Decreto 939/2005, Resolución VEH/3102/2019, Real Decreto Legislativo 2/2004, Ley 17/2017, Resolución ECO/184/2014, Ley 26/2010, Ley 29/1998, Reglamento (UE) 2016/679, Ley 58/2003, Ley 19/2014, Ley 7/1985, Ley 29/2010, Ley 9/2017, Ley 40/2015",LEY 9/2017 ESP
CVE-DOGC-B-21063045-2021,"RESOLUCIÓN VEH/606/2021, de 1 de marzo, por la que se da publicidad al Convenio de colaboración entre la Agencia Tributaria de Cataluña y el Consorcio de Comercio, Artesanía y Moda de Cataluña para la recaudación en período ejecutivo de ingresos tributarios y otros ingresos de derecho público.",08/03/2021,"Ley 39/2015, Real Decreto 939/2005, Resolución EMC/2290/2017, Ley 17/2017, Orden VEH/117/2017, Ley 26/2010, Reglamento (UE) 2016/679, Ley 58/2003, Ley 40/2015",
CVE-DOGC-B-21063049-2021,"RESOLUCIÓN TES/602/2021, de 2 de marzo, por la que se emite la declaración ambiental estratégica del Plan director de infraestructuras de transporte colectivo 2021-2030 (exp. OAA20190044).",08/03/2021,"Ley 21/2013, Ley 6/2009, Ley 16/2015, Ley 9/2018","LEY 16/2015 CAT, LEY 21/2013 ESP, LEY 6/2009 CAT, LEY 9/2018 ESP, ORD EMC/155/2017 CAT, RES 8/3/2016 ESP, RES EXI/1323/2016 CAT, STC 113/2019 ESP, STC 13/2015 ESP , STC 53/2017 ESP"
CVE-DOGC-B-21060087-2021,"EDICTO de 1 de marzo de 2021, sobre un acuerdo de la Comisión de Territorio de Cataluña referente al Plan director urbanístico del embalse de Rialb.",08/03/2021,"Ley 39/2015, Ley 29/1998, Ley 2/2007, Ley 3/2012","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21060082-2021,"EDICTO de 1 de marzo de 2021, sobre una resolución referente al municipio de La Cellera de Ter.",08/03/2021,"Ley 39/2015, Ley 6/1988, Ley 5/2020, Ley 29/1998, Ley 2/2007, Ley 3/2012, Ley 2/2014","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 2/2014 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP, LEY 5/2020 CAT, ORD AAM/96/2014 CAT"
CVE-DOGC-B-21061064-2021,"RESOLUCIÓN CLT/573/2021, de 25 de febrero, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural, por el que se aprueba la convocatoria en el ámbito de las artes, para la concesión de becas, en régimen de concurrencia competitiva, para la formación y el perfeccionamiento en los ámbitos de las artes visuales, de los nuevos sectores creativos, de las artes escénicas, de la música y del pensamiento para el año 2021 (ref. BDNS 551400).",08/03/2021,"Orden CLT/47/2014, Resolución CLT/3216/2020, Resolución CLT/198/2021, Orden CLT/4/2013, Resolución CLT/625/2019",
CVE-DOGC-B-21061065-2021,"RESOLUCIÓN CLT/574/2021, de 25 de febrero, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural, por el que se aprueba la convocatoria en el ámbito de las artes, para la concesión de subvenciones, en régimen de concurrencia competitiva, para proyectos artísticos que articulen los sectores profesionales en los ámbitos de las artes escénicas, la música y las artes visuales para el año 2021 (ref. BDNS 551398).",08/03/2021,"Orden CLT/47/2014, Resolución CLT/3216/2020, Resolución CLT/198/2021, Orden CLT/4/2013, Resolución CLT/625/2019",
CVE-DOGC-B-21061066-2021,"RESOLUCIÓN CLT/575/2021, de 22 de febrero, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural, por la que se aprueba la convocatoria en el ámbito de las bibliotecas, para la concesión de subvenciones, en régimen de concurrencia no competitiva, para la adquisición de libros y de diarios destinados a bibliotecas del Sistema de Lectura Pública de Cataluña para el año 2021 (ref. BDNS 551401).",08/03/2021,"Orden CLT/47/2014, Resolución CLT/3216/2020, Resolución CLT/198/2021, Resolución CLT/3050/2018, Orden CLT/4/2013",
