Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21075024-2021,"RECURSO DE INCONSTITUCIONALIDAD núm. 2577-2020, interpuesto por más de cincuenta diputados del Grupo Parlamentario Popular en el Congreso de los Diputados en relación con diversos preceptos del Decreto ley del Gobierno de la Generalitat de Cataluña 17/2019, de 23 de diciembre, de medidas urgentes para mejorar el acceso a la vivienda, el Decreto ley del Gobierno de la Generalitat de Cataluña 1/2020, de 21 de enero, por el que se modifica el anterior, y el Acuerdo del Parlamento de Cataluña, de 4 de marzo de 2020, de convalidación de este último (sentencia).",18/03/2021,"Sentencia 16/2021, Resolución PRE/402/2020, ley 1/2020",
CVE-DOGC-B-21075027-2021,"RESOLUCIÓN INT/751/2021, de 23 de febrero, por la que se aprueban las bases reguladoras para la concesión de becas de colaboración para desarrollar estudios y trabajos relacionados con los diferentes ámbitos de actuación del Instituto de Seguridad Pública de Cataluña.",18/03/2021,"Ley 17/2015, Ley 19/2014, Reglamento (UE) 2016/679, Ley 39/2015, Orden GRI/233/2015, Real decreto 887/2006, Ley 38/2003, Ley 26/2009, Ley 10/2007","LEY 17/2015 ESP, LEY 26/2009 CAT, ORD MAH/469/2010 CAT"
CVE-DOGC-B-21075028-2021,"RESOLUCIÓN EDU/752/2021, de 9 de marzo, de modificación de la Resolución EDU/2085/2020, de 20 de agosto, por la que se actualiza la organización de la formación en alternancia en las enseñanzas de formación profesional inicial.",18/03/2021,"Ley 29/1998, Ley 26/2010, Ley 39/2015, Resolución EDU/2085/2020",
CVE-DOGC-B-21076005-2021,"ACUERDO GOV/28/2021, de 16 de marzo, por el que se acuerda la ejecución del proyecto de construcción del nuevo edificio polivalente vinculado al Hospital de Granollers.",18/03/2021,,
CVE-DOGC-B-21075030-2021,"RESOLUCIÓN TES/753/2021, de 15 de marzo, por la que se formula la declaración ambiental estratégica de la Modificación puntual del Plan general de ordenación urbana en el ámbito de El Calderí, en el término municipal de Mollet del Vallès (exp. OTAABA20180002).",18/03/2021,"Ley 16/2015, Ley 6/2009, Ley 21/2013, Ley 12/2013, Ley 3/2012, Ley 9/2018","DLE 3/2012 CAT, LEY 12/2013 ESP, LEY 14/2015 CAT, LEY 16/2015 CAT, LEY 21/2013 ESP, LEY 3/2012 CAT, LEY 3/2012 ESP, LEY 6/2009 CAT, LEY 9/2018 ESP, ORD EMC/155/2017 CAT, RD 64/2015 ESP, RD 66/2015 ESP, RES 8/3/2016 ESP, RES EXI/1323/2016 CAT, STC 113/2019 ESP, STC 13/2015 ESP , STC 53/2017 ESP"
CVE-DOGC-B-21070040-2021,"EDICTO de 10 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo del ámbito metropolitano de Barcelona referente al municipio de Esplugues de Llobregat.",18/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21070089-2021,"EDICTO de 11 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo del ámbito metropolitano de Barcelona referente a una modificación del Plan general metropolitano en el municipio de Cornellà de Llobregat.",18/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21070064-2021,"EDICTO de 11 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo de Girona referente al municipio de Palol de Revardit.",18/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21070090-2021,"EDICTO de 11 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo del ámbito metropolitano de Barcelona referente al municipio de Badalona.",18/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21070045-2021,"EDICTO de 11 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo de Girona referente al municipio de Tossa de Mar.",18/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
