Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21081043-2021,"RESOLUCIÓN VEH/802/2021, de 18 de marzo, por la que se da publicidad al Convenio único de colaboración entre la Agencia Tributaria de Cataluña y el Consejo Comarcal de La Selva en materia tributaria.",24/03/2021,"Ley 17/2017, Real Decreto Legislativo 2/2004, Ley 26/2010, Ley 40/2015, Ley 29/2010, Ley 19/2014, Ley 39/2015, Real Decreto 939/2005, Resolución VEH/3102/2019, Resolución ECO/184/2014, Ley 29/1998, Ley 7/1985, Reglamento (UE) 2016/679, Ley 58/2003, Ley 9/2017",LEY 9/2017 ESP
CVE-DOGC-B-21081044-2021,"RESOLUCIÓN VEH/803/2021, de 17 de marzo, por la que se da publicidad al Convenio único de colaboración entre la Agencia Tributaria de Cataluña y el Ayuntamiento de Tarragona en materia tributaria.",24/03/2021,"Ley 17/2017, Real Decreto Legislativo 2/2004, Ley 26/2010, Ley 40/2015, Ley 29/2010, Ley 19/2014, Ley 39/2015, Real Decreto 939/2005, Resolución VEH/3102/2019, Resolución ECO/184/2014, Ley 29/1998, Ley 7/1985, Reglamento (UE) 2016/679, Ley 58/2003, Ley 9/2017",LEY 9/2017 ESP
CVE-DOGC-B-21070049-2021,"RESOLUCIÓN EXI/698/2021, de 10 de marzo, por la que se dispone la publicación en el ",24/03/2021,"ley 10/2019, Ley 2/2013, LEY 10/2019, Real Decreto 1617/2007, Ley 39/2015, Ley 10/2019, Ley 22/1988","LEY 10/2019 CAT, LEY 2/2013 ESP, LEY 22/1988 ESP, ORD 30/10/1992 ESP, ORD APM/241/2018 ESP, RD 1112/1992 ESP, RD 1471/1989 ESP, RD 1617/2007 ESP, RES 5/3/2014 ESP, STC 233/2015 ESP"
CVE-DOGC-B-21070050-2021,"RESOLUCIÓN EXI/699/2021, de 10 de marzo, por la que se dispone la publicación en el ",24/03/2021,"Ley 14/2009, LEY 5/2020, Ley 33/2003, Ley 5/2020",LEY 5/2020 CAT
CVE-DOGC-B-21070051-2021,"RESOLUCIÓN EXI/700/2021, de 10 de marzo, por la que se dispone la publicación en el ",24/03/2021,"Reglamento (UE) 1308/2013, Ley 2/2020, Real Decreto 1338/2018, Real Decreto 1335/2011",
CVE-DOGC-B-21081045-2021,"RESOLUCIÓN EXI/796/2021, de 18 de marzo, por la que se da publicidad a los convenios de colaboración formalizados por el Departamento de Acción Exterior, Relaciones Institucionales y Transparencia a lo largo del año 2020 y uno del 2019.",24/03/2021,"Ley 26/2010, Ley 19/2014",
CVE-DOGC-B-21081048-2021,"RESOLUCIÓN EDU/800/2021, de 19 de marzo, por la que se resuelve la convocatoria pública para la concesión de subvenciones para la financiación de gastos de personal de los monitores de comedor, recreo y transporte de los centros educativos privados concertados de educación especial para el curso 2020-2021 (ref. BDNS 518299).",24/03/2021,"Resolución EDU/2027/2020, Ley 26/2010, Ley 39/2015, Orden ENS/165/2017, Ley 29/1998, Orden ENS/84/2018, Resolución EDU/763/2021",
CVE-DOGC-B-21081049-2021,"RESOLUCIÓN TES/799/2021, de 17 de marzo, por la que se emite el informe ambiental estratégico de la Modificación puntual de las Normas subsidiarias del planeamiento en el ámbito del camino de Monistrol, en el término municipal de Granera (exp. OTAACC20190079).",24/03/2021,"Ley 5/2003, Ley 2/2014, Resolución TES/120/2015, Ley 21/2013, Ley 9/2018, Ley 16/2015, Ley 16/2002, Ley 6/2001, Ley 6/2009, Ley 4/2015, Real decreto 849/1986","DEC 176/2009 CAT, DEC 190/2015 CAT, DEC 82/2005 CAT, DLE 4/2015 CAT, LEY 16/2002 CAT, LEY 16/2002 ESP, LEY 16/2015 CAT, LEY 2/2014 CAT, LEY 21/2013 ESP, LEY 5/2003 CAT, LEY 5/2013 ESP, LEY 6/2001 CAT, LEY 6/2001 ESP, LEY 6/2009 CAT, LEY 9/2018 ESP, ORD AAM/96/2014 CAT, ORD EMC/155/2017 CAT, RD 509/2007 ESP, RD 815/2013 ESP, RES 8/3/2016 ESP, RES EXI/1323/2016 CAT, RES TES/2809/2011 CAT, STC 113/2019 ESP, STC 13/2015 ESP , STC 53/2017 ESP"
CVE-DOGC-B-21081050-2021,"RESOLUCIÓN TES/801/2021, de 18 de marzo, de declaración de impacto ambiental del proyecto “Acondicionamiento de la C-15, entre el PK 13+000 y el 44+380, y mejora de la seguridad vial en la carretera C-37, entre el PK 68+850 y el 93+355. Vilafranca del Penedès – Manresa”, promovido y tramitado por la Dirección General de Infraestructuras de Movilidad (exp. OAA20210009).",24/03/2021,"Ley 16/2017, Ley 21/2013, Ley 16/2002, Ley 6/2001, ley 21/2013","DEC 176/2009 CAT, DEC 190/2015 CAT, DEC 82/2005 CAT, LEY 16/2002 CAT, LEY 16/2002 ESP, LEY 16/2017 CAT, LEY 21/2013 ESP, LEY 5/2013 ESP, LEY 6/2001 CAT, LEY 6/2001 ESP, LEY 9/2018 ESP, LEY 9/2019 CAT, RD 509/2007 ESP, RD 815/2013 ESP, RES 8/3/2016 ESP, RES TES/2809/2011 CAT, STC 13/2015 ESP , STC 53/2017 ESP"
CVE-DOGC-B-21076014-2021,"EDICTO de 10 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo de El Camp de Tarragona referente al municipio de Colldejou.",24/03/2021,"Ley 39/2015, Ley 3/2012, Ley 2/2007, Ley 29/1998","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
