Item_id,Item_Name,Fecha_publicacion,Materias,Alertas,Referencias,Referencias_completas,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2124.pdf"";""BOE-A-2021-2124"")","Resolución de 3 de febrero de 2021, de la Secretaría General Técnica, por la que se emplaza a los interesados en el recurso contencioso-administrativo 1092/2020, interpuesto ante la Audiencia Nacional, Sala de lo Contencioso-Administrativo, Sección Octava, contra la Orden ETD/666/2020, de 13 de julio, por la que se modifica la Orden ETU/1022/2017, de 25 de octubre, por la que se aprueba el Cuadro Nacional de Atribución de Frecuencias",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2118.pdf"";""BOE-A-2021-2118"")","Resolución de 4 de agosto de 2020, de la Dirección General de Política Energética y Minas, por la que se certifica una familia de captadores solares, fabricados por Nobel International EAD.",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-B-2021-6384.pdf"";""BOE-B-2021-6384"")","Anuncio de licitación de: Subdirección de Compras de la Sociedad Estatal Correos y Telégrafos S.A. Objeto: Acuerdo marco para la selección de 5 agencias de publicidad para la creación, desarrollo y lanzamiento de campañas de comunicación y publicidad de correos. Expediente: SP210001.",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2093.pdf"";""BOE-A-2021-2093"")","Resolución de 27 de enero de 2021, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la nota de calificación de la registradora de la Propiedad de Inca n.º 2, por la que se suspendió la inscripción de una escritura de declaración de obra nueva terminada.",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2087.pdf"";""BOE-A-2021-2087"")","Resolución de 22 de enero de 2021, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la calificación de la registradora de la propiedad de Madrid n.º 27, por la que se suspende la inscripción de determinada cláusula de los estatutos de una comunidad.",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2086.pdf"";""BOE-A-2021-2086"")","Resolución de 20 de enero de 2021, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la nota de calificación del registrador de la propiedad interino de Orihuela n.º 1, por la que se deniega la inscripción de una escritura de agrupación de fincas, declaración de ampliación de obra nueva, adjudicación de herencia y donación.",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2092.pdf"";""BOE-A-2021-2092"")","Resolución de 27 de enero de 2021, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la nota de calificación de la registradora de la Propiedad de Colmenar Viejo n.º 2, por la que se deniega la inscripción de una certificación administrativa aprobatoria de un proyecto de reparcelación.",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2045.pdf"";""BOE-A-2021-2045"")","Orden HAC/114/2021, de 5 de febrero, por la que se modifica la Orden HFP/1979/2016, de 29 de diciembre, por la que se aprueban las normas sobre los gastos subvencionables de los Programas Operativos del Fondo Europeo de Desarrollo Regional para el período 2014-2020.",2021-02-12,"Ayudas, Desarrollo regional, Financiación comunitaria, Fondo Europeo de Desarrollo Regional, Gastos, Subvenciones","Sistema financiero, Unión Europea","BOE-A-2016-12485, BOE-A-2003-20977, DOUE-L-2020-80637, DOUE-L-2020-80477, DOUE-L-2018-81227","MODIFICA las normas 1, 3, 6, 10, 12 a 16, SE AÑADE las  normas 10 bis y 14 bis y SE SUPRIME la norma 19 de la Orden HFP/1979/2016, de 29 de diciembre, DE CONFORMIDAD con la Ley 38/2003, de 17 de noviembre, CITA Reglamento (UE) 2020/558, de 23 de abril, CITA Reglamento (UE) 2020/460, de 30 de marzo, CITA Reglamento (UE) 2018/1046, de 18 de julio","Ley 38/2003, Reglamento (UE) 2018/1046, Reglamento (UE) 2020/460, Reglamento (UE) 2020/558, Orden HFP/1979/2016",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2119.pdf"";""BOE-A-2021-2119"")","Resolución de 4 de agosto de 2020, de la Dirección General de Política Energética y Minas, por la que se renueva la vigencia de la certificación de dieciocho sistemas solares, pertenecientes a una misma familia, fabricados por Vaillant GmbH.",2021-02-12,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/12/pdfs/BOE-A-2021-2125.pdf"";""BOE-A-2021-2125"")","Resolución de 3 de febrero de 2021, del Instituto Español de Oceanografía, O.A., M.P., por la que se publica el Convenio con la Fundación Centro Tecnológico CTC, para la sensorización de la instalación Marine Corrosion Test Site El Bocal (MCTS El Bocal) y registro de parámetros ambientales y oceanográficos.",2021-02-12,,,,,,
