Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21070052-2021,"ORDEN EDU/57/2021, de 9 de marzo, por la que se aprueban las bases reguladoras del procedimiento de concesión de subvenciones destinadas a la financiación de dispositivos electrónicos en los centros privados concertados, para el curso 2020-2021 y 2021-2022.",15/03/2021,"Ley 26/2010, Ley 19/2014, Reglamento (UE) 2016/679, Ley 1/1998, Ley 39/2015, Real decreto 887/2006, Ley 38/2003, Ley 4/2008, Ley 29/1998, Ley 31/1995, Ley 5/2008, Real decreto legislativo 1/2013","LEY 31/1995 ESP, ORD MAH/469/2010 CAT, RD 171/2004 ESP, RES 29/5/2017 ESP, RES 5/11/2010 ESP"
CVE-DOGC-B-21070054-2021,"RESOLUCIÓN TES/702/2021, de 9 de marzo, por la que se da publicidad a los convenios de colaboración y encargos de gestión formalizados por el Departamento de Territorio y Sostenibilidad el año 2019.",15/03/2021,"Ley 26/2010, Ley 19/2014",
CVE-DOGC-B-21062035-2021,"EDICTO de 2 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo de Lleida referente al municipio de Els Alamús.",15/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21064054-2021,"EDICTO de 2 de marzo de 2021, sobre acuerdos de la Comisión Territorial de Urbanismo de Lleida referentes al municipio de Ivars de Noguera.",15/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21067093-2021,"EDICTO de 3 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo del Arco Metropolitano de Barcelona referente a la Modificación puntual del Plan especial del patrimonio arquitectónico Camí Ral de la Mercè del municipio de Mataró.",15/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21067003-2021,"EDICTO de 4 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo de L'Alt Pirineu referente al municipio de Rialp.",15/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21067059-2021,"EDICTO de 8 de marzo de 2021, sobre acuerdos de la Comisión Territorial de Urbanismo de Girona referentes al municipio de Santa Llogaia d'Àlguema.",15/03/2021,"Ley 29/1998, Ley 3/2012, Ley 39/2015, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21067092-2021,"EDICTO de 8 de marzo de 2021, sobre acuerdos de la Comisión Territorial de Urbanismo del Arco Metropolitano de Barcelona referentes a una modificación puntual del Plan de ordenación urbanística municipal del municipio de Terrassa.",15/03/2021,"Ley 2/2007, Orden PTO/343/2005, Ley 39/2015, Ley 29/1998, Ley 3/2012","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21070055-2021,"CORRECCIÓN DE ERRATAS en la Resolución TES/127/2020, de 22 de enero, por la que se aprueban las bases reguladoras para el acceso, en régimen de concurrencia pública no competitiva, a ayudas en forma de préstamos a comunidades de propietarios para la financiación de obras de rehabilitación de edificios de viviendas en Cataluña, publicada en el DOGC núm. 8050, de 27.1.2020.",15/03/2021,,
CVE-DOGC-B-21069054-2021,"RESOLUCIÓN CLT/684/2021, de 5 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural, por el que se aprueba la convocatoria en el ámbito de la cultura popular y el patrimonio etnológico, para la concesión de subvenciones, en régimen de concurrencia competitiva, para actividades que fomenten la investigación, la conservación y la difusión del patrimonio etnológico de Cataluña para el año 2021 (ref. BDNS 552458).",15/03/2021,"Resolución CLT/198/2021, Orden CLT/4/2013, Orden CLT/47/2014, Resolución CLT/3216/2020, Resolución CLT/1315/2019",
CVE-DOGC-B-21069055-2021,"RESOLUCIÓN CLT/685/2021, de 5 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural, por el que se aprueba la convocatoria en el ámbito de la cultura popular y el patrimonio etnológico, para la concesión de subvenciones, en régimen de concurrencia competitiva, para la producción y edición de libros y fonogramas relacionados con la cultura popular y tradicional para el año 2021 (ref. BDNS 552457).",15/03/2021,"Resolución CLT/198/2021, Orden CLT/4/2013, Orden CLT/47/2014, Resolución CLT/3216/2020, Resolución CLT/1315/2019",
CVE-DOGC-B-21069056-2021,"RESOLUCIÓN CLT/686/2021, de 5 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural, por el que se aprueba la convocatoria en el ámbito de la cultura popular y el patrimonio etnológico para la concesión de subvenciones, en régimen de concurrencia competitiva, para la producción de espectáculos y de exposiciones relacionados con la cultura popular y tradicional para el año 2021 (ref. BDNS 552456).",15/03/2021,"Resolución CLT/198/2021, Orden CLT/4/2013, Orden CLT/47/2014, Resolución CLT/3216/2020, Resolución CLT/1390/2019",
CVE-DOGC-B-21068056-2021,"RESOLUCIÓN CLT/666/2021, de 5 de marzo, de convocatoria para la concesión de subvenciones, en régimen de concurrencia no competitiva, para la modernización de las librerías (ref. BDNS 552416).",15/03/2021,"Resolución CLT/3142/2020, Resolución CLT/3057/2018, Resolución CLT/214/2020, Ley 20/2000, Orden CLT/4/2013, Resolución CLT/187/2021, Resolución CLT/523/2021",
CVE-DOGC-B-21068057-2021,"RESOLUCIÓN CLT/667/2021, de 5 de marzo, de convocatoria para la concesión de subvenciones, en régimen de concurrencia competitiva, para la edición de libros de especial interés cultural o de temáticas y géneros poco difundidos en lengua catalana u occitana (ref. BDNS 552413).",15/03/2021,"Resolución CLT/3142/2020, Orden CLT/4/2013, Ley 20/2000, Resolución CLT/525/2021, Resolución CLT/187/2021",
CVE-DOGC-B-21069057-2021,"RESOLUCIÓN CLT/687/2021, de 8 de marzo, de convocatoria para la concesión de subvenciones, en régimen de concurrencia competitiva, para colaborar con las galerías de arte de Cataluña para la adquisición y/o mejora de equipamiento tecnológico (ref. BDNS 552534).",15/03/2021,"Resolución CLT/3142/2020, Resolución CLT/524/2021, Ley 20/2000, Orden CLT/4/2013, Resolución CLT/3055/2018, Resolución CLT/2929/2014, Resolución CLT/187/2021, Resolución CLT/90/2020",
CVE-DOGC-B-21070059-2021,"RESOLUCIÓN TSF/706/2021, de 10 de marzo, por la que se da publicidad al convenio entre el Organismo Estatal Inspección de Trabajo y Seguridad Social y el Departamento de Trabajo, Asuntos Sociales y Familias de la Generalidad de Cataluña para instrumentar la cooperación entre ambas administraciones públicas en la integración de los técnicos habilitados en prevención de riesgos laborales en el cuerpo nacional de la Inspección de Trabajo y Seguridad Social de Subinspectores Laborales, escala de Seguridad y Salud en el Trabajo.",15/03/2021,"Ley 7/2007, Real Decreto 118/2020, Ley 26/2010, Ley 13/2008, ley 31/1995, Ley 40/2015, Real Decreto Legislativo 5/2015, Real Decreto 364/1995, Orden HFP/688/2017, Ley 23/2015, Real Decreto 192/2018, Real Decreto 206/2010, Real Decreto 1078/2017, Ley 31/1995, Real Decreto 138/2000","LEY 23/2015 ESP, LEY 31/1995 ESP, RD 138/2000 ESP, RD 171/2004 ESP, RES 29/5/2017 ESP, RES 5/11/2010 ESP"
CVE-DOGC-B-21070058-2021,"RESOLUCIÓN TSF/707/2021, de 10 de marzo, por la que se da publicidad al convenio entre el Departamento de Trabajo, Asuntos Sociales y Familias de la Generalidad de Cataluña y el Instituto Social de la Marina (ISM) sobre cesión de información.",15/03/2021,"Ley 60/2003, Ley 26/2010, Orden de 17 de enero de 1996, Ley 40/2015, Ley 9/2017, Ley 29/1988, Resolución de 8 de octubre de 2010, Ley 39/2015, Real Decreto 504/2011, Real Decreto 206/2010, Resolución de 18 de mayo de 2012, Resolución de 31 de mayo de 2005, Ley 11/2011, Ley 13/1989","LEY 11/2011 CAT, LEY 23/2002 CAT, LEY 9/2017 ESP"
CVE-DOGC-B-21070060-2021,"RESOLUCIÓN TSF/708/2021, de 10 de marzo, por la que se da publicidad al convenio entre la Tesorería General de la Seguridad Social y la Administración de la Generalidad de Cataluña, mediante el Departamento de Trabajo, Asuntos Sociales y Familias, sobre cesión de información.",15/03/2021,"Real Decreto 132/2020, Ley 26/2010, Real decreto 1314/1984, Ley 40/2015, Real decreto 84/1996, Reglamento (UE) 2016/679, Real Decreto Legislativo 8/2015, Real decreto 206/2010, Resolución de 28 de julio de 2004, Orden de 17 de enero de 1996, Ley 23/2015, Real decreto 1415/2004, Ley 29/1998, ley 23/2015, resolución EMO/287/2011, Real decreto 2064/1995, Real Decreto 1314/1984","LEY 23/2015 ESP, RDG 8/2015 ESP, RES 28/7/2004 ESP"
CVE-DOGC-B-21070062-2021,"RESOLUCIÓN ARP/710/2021, de 3 de marzo, por la que se modifica la anualidad presupuestaria de la ayuda a la primera instalación de jóvenes agricultores y agricultoras, asociada al contrato global de explotación, convocada mediante la Resolución ARP/832/2020, de 2 de abril (ref. BDNS 502270).",15/03/2021,"Reglamento (UE) 2020/2220, Resolución ARP/1933/2020, Resolución ARP/3211/2020, Resolución ARP/832/2020, Orden ARP/33/2020",
