Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21062037-2021,"RESOLUCIÓN EXI/583/2021, de 24 de febrero, por la que se da publicidad al Convenio de cooperación educativa entre la Facultad de Economía y Empresa de la Universidad de Barcelona (UB) y la Agencia Catalana de Cooperación al Desarrollo (ACCD) para la realización de prácticas académicas externas.",05/03/2021,"Ley 19/2014, Resolución EXI/1349/2017, ley 8/2014, Reglamento (UE) 2016/679, Real Decreto 592/2014, Ley 27/2011, Ley 40/2015, Real Decreto 1493/2011, Ley 26/2010",LEY 27/2011 ESP
CVE-DOGC-B-21057021-2021,"EDICTO de 25 de febrero de 2021, sobre acuerdos de la Comisión Territorial de Urbanismo de la Cataluña Central referentes al municipio de Sallent.",05/03/2021,"Ley 29/1998, Real decreto 463/2020, Ley 3/2012, Ley 2/2007, Real decreto 465/2020, Ley 39/2015","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP, RES TES/1034/2020 CAT, RES TES/973/2020 CAT"
CVE-DOGC-B-21057014-2021,"EDICTO de 26 de febrero de 2021, sobre un acuerdo de la Comisión de Territorio de Cataluña referente al municipio de Vilanova del Vallès.",05/03/2021,"Ley 39/2015, Ley 29/1998, Ley 5/2020, Ley 3/2012, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP, LEY 5/2020 CAT"
CVE-DOGC-B-21057074-2021,"EDICTO de 26 de febrero de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo del ámbito metropolitano de Barcelona y una resolución del secretario de la Agenda Urbana y Territorio referentes al municipio de Esplugues de Llobregat.",05/03/2021,"Ley 39/2015, Ley 29/1998, Ley 3/2012, Resolución de 18 de enero de 2021, Ley 2/2007","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21062039-2021,"RESOLUCIÓN TES/585/2021, de 23 de febrero, por la que se abre la convocatoria para la concesión, en régimen de concurrencia pública competitiva, de las subvenciones para el pago del alquiler para personas mayores correspondiente al año 2021 (ref. BDNS 551309).",05/03/2021,"Ley 38/2003, Ley 19/2014, Ley 13/2009, Ley 39/2015, Ley 29/1998, Resolución GAH/380/2016, Ley 26/2010, Real decreto 887/2006, Resolución TES/662/2020",
CVE-DOGC-B-21062040-2021,"RESOLUCIÓN CLT/592/2021, de 2 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueban las bases específicas que deben regir la concesión de subvenciones para la elaboración de planes directores, de uso y mantenimiento o especiales de protección de monumentos o conjuntos históricos.",05/03/2021,"Ley 38/2003, Resolución CLT/198/2021, Ley 9/1993, Real decreto 887/2006, Resolución CLT/3216/2020",
CVE-DOGC-B-21061067-2021,"RESOLUCIÓN CLT/576/2021, de 1 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales, por el que se aprueban las bases específicas y transitorias para la convocatoria del año 2021 que regirán la concesión de subvenciones para las actividades de las formaciones musicales estables.",05/03/2021,"Resolución CLT/187/2021, Ley 38/2003, Ley 17/2015, Resolución CLT/3142/2020",LEY 17/2015 ESP
CVE-DOGC-B-21061068-2021,"RESOLUCIÓN CLT/577/2021, de 1 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueban las bases específicas y transitorias para la convocatoria del año 2021 que regirán la concesión de subvenciones para la organización en Cataluña de festivales y muestras audiovisuales, así como para su promoción y difusión.",05/03/2021,"Ley 38/2003, Ley 17/2015, Ley 20/2010, Reglamento (UE) 1407/2013, Resolución CLT/187/2021, Resolución CLT/3142/2020",LEY 17/2015 ESP
CVE-DOGC-B-21062044-2021,"RESOLUCIÓN CLT/589/2021, de 2 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueban las bases específicas que regirán la concesión de ayudas, en las modalidades de aportaciones reintegrables y subvenciones, a la distribución y explotación de espectáculos.",05/03/2021,"Resolución CLT/187/2021, Ley 38/2003, Resolución CLT/336/2015, Resolución CLT/3142/2020",
CVE-DOGC-B-21062045-2021,"RESOLUCIÓN CLT/590/2021, de 2 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueban las bases específicas que regirán la concesión de ayudas, en las modalidades de aportaciones reintegrables y subvenciones, a festivales o ciclos musicales.",05/03/2021,"Ley 38/2003, Resolución CLT/413/2018, Resolución CLT/187/2021, Real decreto 887/2006, Resolución CLT/3142/2020",
CVE-DOGC-B-21062046-2021,"RESOLUCIÓN CLT/591/2021, de 2 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueban las bases específicas que regirán la concesión de ayudas, en las modalidades de aportaciones reintegrables y subvenciones, a proyectos y planes editoriales.",05/03/2021,"Ley 38/2003, Resolución CLT/1621/2017, Resolución CLT/1645/2016, Resolución CLT/805/2019, Resolución CLT/264/2017, Resolución CLT/145/2018, Resolución CLT/1495/2018, Resolución CLT/187/2021, Resolución CLT/2991/2015, Resolución CLT/3142/2020",
CVE-DOGC-B-21062047-2021,"ORDEN JUS/50/2021, de 2 de marzo, por la que se aprueban las bases reguladoras de la concesión de los Premios del Observatorio Catalán de la Justicia en Violencia Machista a trabajos de investigación, iniciativas y prácticas orientados a la erradicación de las violencias machistas en el ámbito de la justicia, impulsadas por entes, particulares, instituciones y organismos públicos o privados, así como al reconocimiento a una larga trayectoria profesional pionera en este campo.",05/03/2021,"Ley 38/2003, Ley 19/2014, Ley 17/2015, Ley 18/1990, Ley 29/1998, Reglamento (UE) 2016/679, Orden GRI/233/2015, Ley 39/2015",LEY 17/2015 ESP
CVE-DOGC-B-21062049-2021,"RESOLUCIÓN ARP/593/2021, de 2 de marzo, por la que se da publicidad a la constitución y la inscripción de sociedades agrarias de transformación.",05/03/2021,"Resolución de 21 de octubre de 2020, Resolución de 22 de febrero de 2021",
CVE-DOGC-B-21062050-2021,"RESOLUCIÓN ARP/594/2021, de 1 de marzo, por la que se da publicidad a la disolución y la cancelación de sociedades agrarias de transformación.",05/03/2021,Resolución de 15 de febrero de 2021,
