Item_id,Item_Name,Fecha_publicacion,Materias,Alertas,Referencias,Referencias_completas,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-A-2021-3689.pdf"";""BOE-A-2021-3689"")","Resolución de 1 de marzo de 2021, de la Entidad Pública Empresarial Red.es, M.P., por la que se publica el Convenio con la Cámara Oficial de Comercio, Industria, Servicios y Navegación de España, para el desarrollo del programa Oficinas Acelera Pyme-Cámaras de Comercio.",2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-A-2021-3688.pdf"";""BOE-A-2021-3688"")","Resolución de 23 de febrero de 2021, de la Presidencia del Consejo Superior de Deportes, por la que se publica la modificación de los Estatutos de la Real Federación Española de Vela.",2021-03-09,"Asociaciones deportivas, Real Federación Española de Vela",Deporte,"BOE-A-2016-9997, BOE-A-1991-30862, BOE-A-1990-25037","MODIFICA los arts. 44 y 71 de los Estatutos publicados por Resolución de 13 de octubre de 2016, DE CONFORMIDAD con el art. 12.3 del Real Decreto 1835/1991, de 20 de diciembre, DE CONFORMIDAD con los arts. 10.2.b) y 31.7 de la Ley 10/1990, de 15 de octubre","Ley 10/1990, Real Decreto 1835/1991, Resolución de 13 de octubre de 2016",
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11594.pdf"";""BOE-B-2021-11594"")",Anuncio de formalización de contratos de: Intendente de Rota. Objeto: Servicio de trabajo de grúas autopropulsadas de gran tonelaje para asistencia en buques de la Armada Española del Arsenal de Cádiz. Expediente: 2020/AR46U/00001469.,2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11609.pdf"";""BOE-B-2021-11609"")",Anuncio de formalización de contratos de: Centro de Estudios y Experimentación de Obras Públicas (CEDEX). Objeto: Obras para la subsanación de deficiencias detectadas por la ITE en el Laboratorio de Interoperabilidad Ferroviaria. Expediente: 202000000042.,2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11608.pdf"";""BOE-B-2021-11608"")",Anuncio de formalización de contratos de: Centro de Estudios y Experimentación de Obras Públicas (CEDEX). Objeto: Suministro de material fungible para la realización de determinaciones analíticas en Laboratorio. Expediente: 202000000071.,2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11620.pdf"";""BOE-B-2021-11620"")","Anuncio de licitación de: Consorcio de la Zona Franca de Barcelona. Objeto: El objeto del contrato lo constituye la prestación de servicios técnicos para la redacción, cumplimiento y certificación del estándar WELL en el edificio denominado DFactory 4.0. Expediente: 2/2021.",2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11595.pdf"";""BOE-B-2021-11595"")","Anuncio de formalización de contratos de: Jefatura de la Sección Económico Financiera de la Dirección General de Infraestructura. Objeto: ""Tramitación de emergencia de los contratos por los que se instrumentan medidas de lucha contra el COVID-19"" Adquisición de equipamiento hardware y software necesario para los rastreadores COVID del Ministerio de Defensa.. Expediente: 1004220028800.",2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11597.pdf"";""BOE-B-2021-11597"")",Anuncio de formalización de contratos de: Jefatura de la Sección Económico-Administrativa 41 - Base Aérea de San Javier. Objeto: Concesión de servicio de explotación de cafeterías en la Academia General del Aire. Expediente: 2020/EA41/00002395.,2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11596.pdf"";""BOE-B-2021-11596"")","Anuncio de formalización de contratos de: Intendente de Rota. Objeto: Servicio de mantenimiento de equipos electrónicos del sistema meteorológico, anemómetros de los buques apoyados por el Arsenal de Cádiz. Expediente: 2020/AR46U/00001416.",2021-03-09,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/09/pdfs/BOE-B-2021-11586.pdf"";""BOE-B-2021-11586"")",Anuncio de formalización de contratos de: Dirección General del Servicio Exterior. Objeto: Mantenimiento General de jardines de la cancillería y residencia de la Embajada de España en Ciudad de Mexico. Expediente: SER-20/021.,2021-03-09,,,,,,
