Item_id,Item_Name,Fecha_publicacion,Materias,Alertas,Referencias,Referencias_completas,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2621.pdf"";""BOE-A-2021-2621"")","Resolución 1A0/38041/2021, de 28 de enero, del Centro Criptológico Nacional, por la que se se acredita al laboratorio Dekra Testing and Certification, SAU, como laboratorio de evaluación de la seguridad de las tecnologías de la información.",2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2635.pdf"";""BOE-A-2021-2635"")","Resolución de 9 de febrero de 2021, de la Dirección General de Trabajo, por la que se registra y publica el Convenio colectivo para las granjas avícolas y otros animales.",2021-02-19,"Arbitraje laboral, Conflictos colectivos de trabajo, Convenios colectivos, Formación profesional, Granjas avícolas",,"BOE-A-2015-11430, BOE-A-2010-9274, BOE-A-2018-30","DE CONFORMIDAD con el art. 90.2 y 3 de la Ley del Estatuto de los Trabajadores, texto refundido aprobado por Real Decreto Legislativo 2/2015, de 23 de octubre, DE CONFORMIDAD con el Real Decreto 713/2010, de 28 de mayo, EN RELACIÓN con el Convenio publicado por Resolución de 19 de diciembre de 2017","Resolución de 19 de diciembre de 2017, Real Decreto 713/2010, Real Decreto Legislativo 2/2015","RDG 2/2015 ESP, RES 19/12/2017 ESP"
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7774.pdf"";""BOE-B-2021-7774"")","Anuncio de formalización de contratos de: ADIF - Presidencia. Objeto: Proyecto de I+D+I Smanslope 1. Suministro, instalación y desinstalación de un Sistema de detección de desprendimiento de rocas en trincheras basado en la tecnología DAS (Distributed acoustic sensing). Supervisión del funcionamiento del sistema con generacón de informes de comportamiento del sistema. Expediente: 3.19/49110.0080.",2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7775.pdf"";""BOE-B-2021-7775"")","Anuncio de la Entidad Pública Empresarial Administrador de Infraestructuras Ferroviarias (ADIF), por el que se comunica la nueva fecha de apertura de ofertas económicas del procedimiento de contratación de los ""servicios de consultoría para el asesoramiento hacia un modelo cuantitativo de gestión de riesgos"". (Expediente: 3.20/05110.0189 – AV 026/20).",2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2634.pdf"";""BOE-A-2021-2634"")","Resolución de 9 de febrero de 2021, de la Dirección General de Trabajo, por la que se registra y publica el Convenio colectivo de R. Cable y Telecable Telecomunicaciones, SAU.",2021-02-19,"Convenios colectivos, Telecomunicaciones",,"BOE-A-2015-11430, BOE-A-2010-9274","DE CONFORMIDAD con el art. 90.2 y 3, de la Ley del Estatuto de los Trabajadores, texto refundido aprobado por Real Decreto Legislativo 2/2015, de 23 de octubre, DE CONFORMIDAD con el Real Decreto 713/2010, de 28 de mayo","Real Decreto 713/2010, Real Decreto Legislativo 2/2015",RDG 2/2015 ESP
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2620.pdf"";""BOE-A-2021-2620"")","Acuerdo de 11 de febrero de 2021, de la Comisión Permanente del Consejo General del Poder Judicial, por la que se convocan elecciones parciales con el fin de cubrir una vacante de miembro titular electo de la Sala de Gobierno del Tribunal Superior de Justicia de Navarra, por la categoría de Juez.",2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2636.pdf"";""BOE-A-2021-2636"")","Resolución de 9 de febrero de 2021, de la Dirección General de Trabajo, por la que se registran y publican las tablas salariales para el año 2021 del Convenio colectivo estatal para las industrias del curtido, correas, cueros industriales y curtición de pieles para peletería.",2021-02-19,"Convenios colectivos, Industria del cuero, Peletería",,"BOE-A-2015-11430, BOE-A-2010-9274, BOE-A-2019-14047","DE CONFORMIDAD con el art. 90. 2 y 3 de la Ley del Estatuto de los Trabajadores, texto refundido aprobado por Real Decreto Legislativo 2/2015, de 23 de octubre, DE CONFORMIDAD con el Real Decreto 713/2010, de 28 de mayo, EN RELACIÓN con el Convenio publicado por Resolución de 13 de septiembre de 2019","Resolución de 13 de septiembre de 2019, Real Decreto 713/2010, Real Decreto Legislativo 2/2015",RDG 2/2015 ESP
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2622.pdf"";""BOE-A-2021-2622"")","Resolución 1A0/38040/2021, de 1 de febrero, del Centro Criptológico Nacional, por la que se certifica la seguridad del producto ""Safeguard for Privileged Passwords, version 6.7 (6.7.0.14066)"", desarrollado por One Identity LLC.",2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7777.pdf"";""BOE-B-2021-7777"")","Anuncio de licitación de: Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta. Objeto: Servicio de vigilancia, seguridad y de tareas auxiliares para los centros sanitarios del Área de Atención Sanitaria del INGESA en Ceuta. Expediente: P.A./2020/005/GCE-AE.",2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2569.pdf"";""BOE-A-2021-2569"")","Acuerdo de extensión del Acuerdo Administrativo entre el Programa Mundial de Alimentos y el Reino de España, representado por la Secretaría de Estado de Cooperación Internacional para el Desarrollo y para Iberoamérica y el Caribe y el Organismo Público Puertos del Estado, relativo al uso por el Programa Mundial de Alimentos de oficinas e instalaciones ubicadas en Las Palmas de Gran Canaria, hecho el 3 y 9 de abril de 2019.",2021-02-19,"Acuerdos internacionales, Ayuda alimentaria, Cooperación internacional, Las Palmas, Organización de las Naciones Unidas, Privilegios e inmunidades, Puertos, Puertos del Estado, Secretaría de Estado de Cooperación Internacional y para Iberoamérica y el Caribe","Alimentación, Asuntos sociales, Relaciones internacionales",BOE-A-2014-8274,"PRORROGA , hasta el 9 de septiembre de 2021, y AÑADE el anexo F al Acuerdo de 10 de abril de 2014",,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7776.pdf"";""BOE-B-2021-7776"")",Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Guadalquivir. Objeto: Contrato de servicios para soporte técnico en expedientes Patrimoniales de la Confederación Hidrográfica del Guadalquivir. Términos municipales varios. Provincias varias. Expediente: CU(SG)-6439.,2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2623.pdf"";""BOE-A-2021-2623"")","Resolución 431/38039/2021, de 10 de febrero, de la Dirección General de Personal, por la que se emplaza a los interesados en el recurso contencioso-administrativo 1143/2020, interpuesto ante el Tribunal Superior de Justicia de Madrid, Sala de lo Contencioso-Administrativo, Sección Tercera.",2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-A-2021-2633.pdf"";""BOE-A-2021-2633"")","Resolución de 9 de febrero de 2021, de la Dirección General de Trabajo, por la que se registra y publica el Convenio colectivo de BT Global ICT Business Spain, SLU.",2021-02-19,"Convenios colectivos, Telecomunicaciones",,"BOE-A-2015-11430, BOE-A-2010-9274","DE CONFORMIDAD con el art. 90.2 y 3, de la Ley del Estatuto de los Trabajadores, texto refundido aprobado por Real Decreto Legislativo 2/2015, de 23 de octubre, DE CONFORMIDAD con el Real Decreto 713/2010, de 28 de mayo","Real Decreto 713/2010, Real Decreto Legislativo 2/2015",RDG 2/2015 ESP
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7772.pdf"";""BOE-B-2021-7772"")",Anuncio de formalización de contratos de: Intendente de Rota. Objeto: Mantenimiento de los equipos electrónicos del sistema de líneas de transmisión y antenas de comunicaciones de los buques apoyados por el Arsenal de Cádiz. Expediente: 2020/AR46U/00001362.,2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7766.pdf"";""BOE-B-2021-7766"")",Anuncio de licitación de: Director de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada. Objeto: Gestión integral de actividades de apoyo de las funciones económico - administrativas en la Armada. Expediente: 588/2020.,2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7767.pdf"";""BOE-B-2021-7767"")",Anuncio de formalización de contratos de: Intendente de Rota. Objeto: Servicio de mantenimiento y reparación de aislamiento en buques apoyados por el Arsenal de Cádiz. Expediente: 2020/AR46U/00001578.,2021-02-19,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/19/pdfs/BOE-B-2021-7773.pdf"";""BOE-B-2021-7773"")",Anuncio de formalización de contratos de: División Económica y Técnica (Cuerpo Nacional de Policía). Objeto: Adquisición de gorra de trabajo para las promociones de alumnos de Escala Básica y Escala Ejecutiva del Cuerpo Nacional de Policía para el curso 2020-2021. Expediente: Z20VE015/01E.,2021-02-19,,,,,,
