Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21068043-2021,"RESOLUCIÓN PRE/656/2021, de 7 de marzo, por la que se abre la convocatoria para otorgar compensaciones económicas a favor de los ayuntamientos para que abonen retribuciones a determinados cargos electos locales para el ejercicio 2021 (ref. BDNS 552459).",11/03/2021,"Ley 4/2020, Ley 19/2014, Orden ECO/172/2015, Orden VEH/79/2020, Ley 38/2003, Ley 18/2010, Ley 39/2015, Ley 29/1998, Resolución PRE/1384/2019",
CVE-DOGC-B-21068044-2021,"RESOLUCIÓN VEH/668/2021, de 5 de marzo, por la que se da publicidad al Convenio único de colaboración entre la Agencia Tributaria de Cataluña y el Ayuntamiento de Reus en materia tributaria.",11/03/2021,"Ley 58/2003, Ley 40/2015, Ley 19/2014, Reglamento (UE) 2016/679, Resolución ECO/184/2014, Ley 7/1985, Ley 26/2010, Real Decreto 939/2005, Ley 39/2015, Ley 29/1998, Resolución VEH/3102/2019, Ley 17/2017, Real Decreto Legislativo 2/2004, Ley 9/2017, Ley 29/2010",LEY 9/2017 ESP
CVE-DOGC-B-21068120-2021,"DECRETO 16/2021, de 9 de marzo, por el que se crea el título de la Generalidad de técnico o técnica en Técnicas de Danza Urbana, y se establece su currículum.",11/03/2021,"Ley 19/2014, Ley 13/2008, Ley 12/2009, Ley 26/2010",
CVE-DOGC-B-21069006-2021,"ACUERDO GOV/25/2021, de 9 de marzo,  por el que se aprueba la modificación de los Estatutos del Banco de Sangre y Tejidos.",11/03/2021,"Resolución de 30 de marzo de 1995, Ley 13/2008, Ley 9/2017, Ley 15/1990",LEY 9/2017 ESP
CVE-DOGC-B-21069007-2021,"ACUERDO GOV/26/2021, de 9 de marzo, por el que se amplía el Programa transversal del Servicio Catalán de la Salud, aprobado por el Acuerdo GOV/114/2020, de 30 de septiembre, ante la continuidad del progreso de la COVID-19.",11/03/2021,,
CVE-DOGC-B-21068047-2021,"RESOLUCIÓN TES/674/2021, de 9 de marzo, por la que se hace público el Acuerdo de declaración de impacto ambiental del Proyecto de concesión directa de la explotación Santa Coloma de Gramenet, en el término municipal de Santa Coloma de Gramenet (exp. B3DIA190449).",11/03/2021,"Ley 22/1973, Ley 21/2013, Ley 20/2009, Ley 12/1981, Ley 22/2011, Ley 16/2002","BARCELONA 12/1/2011, DEC 176/2009 CAT, DLG 14/1994 CAT, LEY 12/1981 CAT, LEY 16/2002 CAT, LEY 16/2002 ESP, LEY 20/2009 CAT, LEY 21/2013 ESP, LEY 22/1973 ESP, LEY 22/2011 ESP, LEY 5/2013 ESP, LEY 54/1980 ESP, LEY 9/2018 ESP, ORD AAA/699/2016 ESP, ORD APM/189/2018 ESP, ORD APM/205/2018 ESP, ORD APM/206/2018 ESP, ORD APM/397/2018 ESP, ORD MAH/611/2010 CAT, ORD TEC/852/2019 ESP, ORD TED/363/2020 ESP, ORD TED/426/2020 ESP, RD 509/2007 ESP, RD 815/2013 ESP, RES 8/3/2016 ESP, RES TES/1007/2014 CAT, RES TES/2243/2013 CAT, RES TES/2330/2014 CAT, RES TES/2799/2012 CAT, STC 13/2015 ESP , STC 53/2017 ESP"
CVE-DOGC-B-21067039-2021,"RESOLUCIÓN TES/642/2021, de 4 de marzo, por la que se hace pública la convocatoria para la concesión de subvenciones, en régimen de concurrencia competitiva, destinadas a los entes locales para la realización de inversiones para la ejecución de actuaciones de reutilización de agua regenerada (ref. BDNS 552136).",11/03/2021,"Resolución TES/2921/2020, Ley 39/2015, Ley 29/1988",
CVE-DOGC-B-21067042-2021,"RESOLUCIÓN CLT/635/2021, de 2 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueba la convocatoria en el ámbito del patrimonio cultural para la concesión de subvenciones, en régimen de concurrencia competitiva, para la conservación-restauración de bienes muebles y de los elementos arqueológicos y artísticos integrados en el patrimonio inmueble para el año 2021 (ref. BDNS 551895).",11/03/2021,"Resolución CLT/956/2020, Orden CLT/4/2013, Resolución CLT/845/2019, Resolución CLT/198/2021, Orden CLT/47/2014, Resolución CLT/3216/2020",
CVE-DOGC-B-21067043-2021,"RESOLUCIÓN CLT/636/2021, de 2 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueba la convocatoria en el ámbito del patrimonio cultural para la concesión de subvenciones, en régimen de concurrencia competitiva, para intervenciones arqueológicas y paleontológicas preventivas para el año 2021 (ref. BDNS 551897).",11/03/2021,"Resolución CLT/956/2020, Orden CLT/4/2013, Ley 39/2015, Resolución CLT/845/2019, Resolución CLT/198/2021, Orden CLT/47/2014, Resolución CLT/3216/2020",
CVE-DOGC-B-21067044-2021,"RESOLUCIÓN CLT/637/2021, de 2 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueba la convocatoria para la concesión de subvenciones, en régimen de concurrencia competitiva, para promover el conocimiento y el uso del occitano, aranés en el Arán, en Cataluña, para el año 2021 (ref. BDNS 551900).",11/03/2021,"Orden CLT/4/2013, Resolución CLT/613/2018, Resolución CLT/198/2021, Orden CLT/47/2014, Resolución CLT/3216/2020",
