Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2370.pdf&tipo=rutaDocm"";""2021/2370"")","Gabinete Jurídico. Resolución de 01/03/2021, de la Vicepresidencia, por la que se aprueba la relación circunstanciada de funcionarios del Cuerpo Superior Escala Superior de Letrados de la Administración de la Junta de Comunidades de Castilla-La Mancha y de las sedes oficiales del Gabinete Jurídico, referida a 01/03/2021. [NID 2021/2370]",2021-03-08,"Decreto 77/2019, Ley 5/2013, Resolución de 01/03/2021",LEY 5/2013 ESP
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2359.pdf&tipo=rutaDocm"";""2021/2359"")","Notificaciones. Notificación de 22/02/2021, de la Secretaría General, por la que se da publicidad a la Resolución de fecha 06/10/2020, por la que se resuelve el recurso de alzada número 387/2020-BOM, en relación con número 4518FIE024. [NID 2021/2359]",2021-03-08,"Ley 39/2015, Ley 29/1998",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2523.pdf&tipo=rutaDocm"";""2021/2523"")","Ayudas y Subvenciones. Resolución de 02/03/2021, de la Dirección General de Empresas, por la que se aprueba la convocatoria de las ayudas -Adelante Inversión-, para el fomento de la inversión y la mejora de la productividad empresarial en Castilla-La Mancha, cofinanciables en un 80% por el Fondo Europeo de Desarrollo Regional, para el ejercicio 2021. Extracto BDNS (Identif.): 551771. [NID 2021/2523]",2021-03-08,"Reglamento (UE) Nº 651/2014, Ley Orgánica 3/2018, Ley 5/2020, Real Decreto 887/2006, Ley 42/2007, Reglamento (UE) nº 1303/2013, Ley 4/2016, Reglamento (CE) nº 1083/2006, RESOLUCIÓN DE 2 DE MARZO DE 2021, Decreto 21/2008, Decreto 9/2020, Reglamento (UE) nº 1301/2013, Decreto 12/2010, Reglamento (CE) nº 1080/2006, Decreto 31/2017, Real Decreto 209/2003, Ley 22/2003, Decreto 52/2018, Orden 31/2017, Ley 39/2015, Ley 21/2013, Orden HFP/1979/2016, Ley 9/1999, Ley 5/2017, Orden 40/2019, Decreto 62/2020, Ley 58/2003, Ley 31/1995, Ley 9/2017, Orden 175/2020, Ley 11/2003, Directiva 2013/34, Real Decreto Legislativo 1/2013, Reglamento (UE) nº 651/2014, Ley 9/2012, Resolución de 02/03/2021, Real Decreto 1414/2006, Ley 38/2003","DIR 2013/34 EUR, DIR 2014/102 EUR, DIR 2014/95 EUR, LEY 21/2013 ESP, LEY 31/1995 ESP, LEY 33/2015 ESP, LEY 42/2007 ESP, LEY 8/2007 CMA, LEY 9/2012 CMA, LEY 9/2017 ESP, LEY 9/2018 ESP, RD 1274/2011 ESP, RD 171/2004 ESP, RDG 1/2013 ESP, REG 2020/972 EUR, RES 29/5/2017 ESP, RES 5/11/2010 ESP, RES 8/3/2016 ESP, STC 13/2015 ESP , STC 53/2017 ESP"
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2348.pdf&tipo=rutaDocm"";""2021/2348"")","Administración Electrónica. Resolución de 25/02/2021, de la Viceconsejería de Administración Local y Coordinación Administrativa, por la que se da publicidad a la adhesión de diversas corporaciones locales a la plataforma GEISER/ORVE, como mecanismo de acceso al registro electrónico y al sistema de interconexión de registros. [NID 2021/2348]",2021-03-08,"Resolución de 25/02/2021, Resolución de 3 de mayo de 2017, Resolución de 27 de julio de 2017, Decreto 82/2015",RES 27/7/2017 ESP
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2302.pdf&tipo=rutaDocm"";""2021/2302"")","Espectáculos. Resolución de 01/03/2021, de la Delegación Provincial de Hacienda y Administraciones Públicas de Cuenca, por la que se designan los veterinarios que realizarán los reconocimientos reglamentarios en los diversos espectáculos y festejos taurinos a celebrar durante la presente temporada 2021 en la provincia de Cuenca. [NID 2021/2302]",2021-03-08,"Resolución de 01/03/2021, Decreto 73/2014, Real Decreto 145/1996, Decreto 60/2016, Decreto 38/2013",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2294.pdf&tipo=rutaDocm"";""2021/2294"")","Notificaciones. Notificación de 01/03/2021, de la Delegación Provincial de Educación, Cultura y Deportes de Albacete, de acuerdos de inicio de reintegro de ayuda al estudio. [NID 2021/2294]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2332.pdf&tipo=rutaDocm"";""2021/2332"")","Notificaciones. Notificación de 01/03/2021, de la Delegación Provincial de Educación, Cultura y Deportes de Ciudad Real, de acuerdo de inicio de expedientes de reintegro. [NID 2021/2332]",2021-03-08,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2355.pdf&tipo=rutaDocm"";""2021/2355"")","Notificaciones. Notificación de 01/03/2021, de la Delegación Provincial de Educación, Cultura y Deportes de Cuenca, por la que se acuerda dar publicidad a la resolución provisional de escolarización de alumnado que requiere medidas extraordinarias de inclusión educativa al interesado, al no haberse podido practicar la notificación personal en el último domicilio conocido. [NID 2021/2355]",2021-03-08,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2356.pdf&tipo=rutaDocm"";""2021/2356"")","Notificaciones. Notificación de 01/03/2021, de la Delegación Provincial de Educación, Cultura y Deportes de Cuenca, por la que se acuerda dar publicidad a la resolución provisional de escolarización de alumnado que requiere medidas extraordinarias de inclusión educativa al interesado, al no haberse podido practicar la notificación personal en el último domicilio conocido. [NID 2021/2356]",2021-03-08,Ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2335.pdf&tipo=rutaDocm"";""2021/2335"")","Urbanismo. Orden 25/2021, de 26 de febrero, de la Consejería de Fomento, por la que se aprueba definitivamente la Modificación Puntual número 51 del Plan General de Ordenación Urbana de Cuenca, en el ámbito de la UE-17, Fábrica de Harinas. [NID 2021/2335]",2021-03-08,"Orden 25/2021, Ley 29/1998",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2285.pdf&tipo=rutaDocm"";""2021/2285"")","Ayudas y Subvenciones. Resolución de 26/02/2021, de la Dirección General de Transportes y Movilidad, por la que se publica el importe que se destinará en el ejercicio 2021 a las ayudas reguladas en la Orden de 25/09/2014, de la Consejería de Fomento, por la que se establece una ayuda consistente en la reducción en el precio del billete del transporte público regular interurbano de uso general por carretera para las personas integrantes de familias numerosas. [NID 2021/2285]",2021-03-08,"Ley 39/2015, Resolución de 26/02/2021, Orden de 25/09/2014",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2014.pdf&tipo=rutaDocm"";""2021/2014"")","Notificaciones. Notificación de 14/01/2021, de la Delegación Provincial de Bienestar Social de Albacete, respecto a la Resolución de concesión de fecha 20/11/2020, relativa al expediente de pensión no contributiva número 200-2020-02-000269-J. [NID 2021/2014]",2021-03-08,"Ley 39/2015, Ley 36/2011",LEY 36/2011 ESP
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2015.pdf&tipo=rutaDocm"";""2021/2015"")","Notificaciones. Notificación de 14/01/2021, de la Delegación Provincial de Bienestar Social de Albacete, respecto a la Resolución de concesión de fecha 28/10/2020, relativa al expediente de pensión no contributiva número 200-2020-02-000120-I. [NID 2021/2015]",2021-03-08,"Ley 39/2015, Ley 36/2011",LEY 36/2011 ESP
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2289.pdf&tipo=rutaDocm"";""2021/2289"")","Notificaciones. Notificación de 24/02/2021, de la Delegación Provincial de Bienestar Social de Albacete, en la que se acuerda la publicación de la resolución de expediente de ayuda a familias numerosas con hijos menores de edad tramitada conforme al Decreto 80/2012, de 26 de abril, modificado por Decreto 108/2014, de 23 de octubre, relacionada en anexo I. [NID 2021/2289]",2021-03-08,"Decreto 108/2014, Ley 39/2015, Decreto 80/2012",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2290.pdf&tipo=rutaDocm"";""2021/2290"")","Notificaciones. Notificación de 24/02/2021, de la Delegación Provincial de Bienestar Social de Albacete, en la que se acuerda la publicación de la resolución de subsanación de la solicitud de ayuda a familias numerosas con hijos menores de edad tramitada conforme al Decreto 80/2012, de 26 de abril, modificado por Decreto 108/2014, de 23 de octubre, relacionada en anexo I. [NID 2021/2290]",2021-03-08,"Decreto 108/2014, Ley 39/2015, Decreto 80/2012",
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2292.pdf&tipo=rutaDocm"";""2021/2292"")","Notificaciones. Notificación de 25/02/2021, de la Delegación Provincial de Bienestar Social de Albacete, relativa a los Acuerdos de la Comisión Provincial de Tutela y Guarda de Menores  aprobados en fecha 16/02/2021, correspondientes  al expediente de protección número 083/2020. [NID 2021/2292]",2021-03-08,"Ley 39/2015, ley 1/2000, Ley 26/2015",LEY 26/2015 ESP
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2296.pdf&tipo=rutaDocm"";""2021/2296"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 24/11/2020 en materia de reconocimiento de la situación de dependencia, recaída en el expediente 1464008/2020-84. [NID 2021/2296]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2297.pdf&tipo=rutaDocm"";""2021/2297"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 16/11/2020 en materia de reconocimiento de la situación de dependencia, recaída en el expediente 1397302/2020-17. [NID 2021/2297]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2298.pdf&tipo=rutaDocm"";""2021/2298"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 26/11/2020 en materia de reconocimiento de la situación de dependencia, recaída en el expediente 1522245/2020-24. [NID 2021/2298]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2299.pdf&tipo=rutaDocm"";""2021/2299"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 10/11/2020 en materia de reconocimiento de la situación de dependencia recaída en el expediente 19/4023636/2011-00. [NID 2021/2299]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2300.pdf&tipo=rutaDocm"";""2021/2300"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 11/11/2020 en materia de reconocimiento de la situación de dependencia, recaída en el expediente 1429247/2020-49. [NID 2021/2300]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2301.pdf&tipo=rutaDocm"";""2021/2301"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 23/11/2020 en materia de reconocimiento de la situación de dependencia, recaída en el expediente 2975470/2010-46. [NID 2021/2301]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2304.pdf&tipo=rutaDocm"";""2021/2304"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 05/11/2020 en materia de reconocimiento de la situación de dependencia, recaída en el expediente 892557/2018-60. [NID 2021/2304]",2021-03-08,ley 39/2015,
"=HIPERVINCULO(""https://docm.jccm.es/portaldocm/descargarArchivo.do?ruta=2021/03/08/pdf/2021_2305.pdf&tipo=rutaDocm"";""2021/2305"")","Notificaciones. Notificación de 22/02/2021, de la Delegación Provincial de Bienestar Social de Guadalajara, de la Resolución de fecha 01/10/2020 en materia de reconocimiento de la situación de dependencia, recaída en el expediente 1506238/2020-22. [NID 2021/2305]",2021-03-08,ley 39/2015,
